,seed,sp_dims,version,n_ensembles,dimensions,bias,n_neurons,relus_list,conns_list,neuron_type,saliences,plot,run_num,comment,seed_val,label,relus_set,input_actions,selected_action,decoded_actions,decoded_saliences,total_neurons,notes,Margin_top_bottom_t0,Margin_top2_t0,Margin_top_bottom_t1,Margin_top2_t1,Margin_top_bottom_t2,Margin_top2_t2
16,96,512,new,512,None,0.5,20,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,96,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.04804121  0.13144624 -0.08118895 ...  0.00316662 -0.04678301
   0.02798082]
 [ 0.0471222   0.04888671  0.01445377 ...  0.02576373  0.05832298
   0.10187505]
 ...
 [ 0.43214227  0.48949707  0.46385923 ...  0.48561096  0.40593352
   0.49138902]
 [ 0.43835992  0.44291527  0.41971719 ...  0.4615812   0.46740516
   0.52929637]
 [ 0.39664446  0.45152397  0.48766939 ...  0.45564861  0.42292568
   0.55103836]]",[0 1 1 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00480043  0.02107408  0.00998314]
 [ 0.01413482  0.04524448 -0.02381648]
 ...
 [ 0.52045037  0.70640597  0.8695415 ]
 [ 0.55910061  0.81283457  0.87210291]
 [ 0.58180236  0.78399315  0.9016316 ]]",51200,,0.14268866259533006,0.08696178913632124,0.11314204590737695,0.05117083098445774,0.11531425598301079,0.06478827154628286
17,96,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,96,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.00211138  0.01028655 -0.03507727 ... -0.00726205  0.03069781
  -0.00108763]
 [-0.03548455  0.01207892  0.01835448 ...  0.00567368  0.01549388
  -0.02412566]
 ...
 [ 0.52054084  0.41369856  0.46891202 ...  0.46925557  0.49070459
   0.4744076 ]
 [ 0.51372666  0.48876129  0.50617449 ...  0.48894704  0.45818553
   0.45953273]
 [ 0.45737205  0.46294853  0.46826899 ...  0.45369967  0.46092485
   0.46348637]]",[0 0 0 ... 2 2 2],"[[0.         0.         0.        ]
 [0.02678149 0.0208467  0.02105484]
 [0.06772054 0.03216983 0.05887273]
 ...
 [0.53805155 0.78949568 0.9381793 ]
 [0.56391928 0.80274778 0.91992917]
 [0.6039139  0.79551999 0.93883531]]",128000,,0.13361038406809964,0.02937248218729338,0.1707980383026809,0.08816979215630061,0.16117097457876325,0.04983014928092433
18,96,512,new,512,None,0.5,100,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,96,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.00130829  0.01936162 -0.0601253  ... -0.01714651 -0.02344818
  -0.00802968]
 [-0.02801696 -0.0148762  -0.0104185  ... -0.00523774  0.02035664
   0.01156152]
 ...
 [ 0.4479407   0.422702    0.46517878 ...  0.4373645   0.43564691
   0.46230644]
 [ 0.46645469  0.388593    0.48032694 ...  0.43466087  0.46414389
   0.47197961]
 [ 0.45773944  0.41790667  0.48807224 ...  0.45167903  0.44886343
   0.47851102]]",[0 1 1 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00489609  0.00226764 -0.01428777]
 [ 0.01923051  0.02063139 -0.00770186]
 ...
 [ 0.59595519  0.80136224  0.97565517]
 [ 0.56087591  0.80325304  0.9581476 ]
 [ 0.57597571  0.77410114  0.95392152]]",256000,,0.153760864326653,0.052909410407741,0.16681047715968242,0.07911812041512223,0.1746208064039196,0.07194985189117109
19,96,512,new,512,None,0.5,200,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,96,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.00154088  0.02564854 -0.01403085 ... -0.00441134  0.01522698
   0.00580468]
 [-0.01417127  0.01643801  0.00288753 ... -0.00793421  0.01783634
   0.00601707]
 ...
 [ 0.44777699  0.43877906  0.50236318 ...  0.4382003   0.45507442
   0.47972279]
 [ 0.47195875  0.4482199   0.50123118 ...  0.42311442  0.44067207
   0.47077575]
 [ 0.47189234  0.41541363  0.5003149  ...  0.42989058  0.42118339
   0.47747709]]",[0 2 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.01100544 -0.02263413  0.02151582]
 [ 0.04950471 -0.02716419  0.02414413]
 ...
 [ 0.5896272   0.81442879  0.95184997]
 [ 0.58439281  0.80804808  0.94389951]
 [ 0.59516397  0.7763407   0.9534839 ]]",512000,,0.17839285553004033,0.06947122360549707,0.16707116237864736,0.08666995773752595,0.1640703788097799,0.06264723706542619
20,65,512,new,512,None,0.5,10,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,65,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.01044532  0.0516983   0.06904278 ...  0.          0.
  -0.04291417]
 [-0.0250768  -0.0277431   0.06247249 ...  0.07000336  0.06863404
  -0.07759441]
 ...
 [ 0.43336399  0.51077237  0.53271401 ...  0.45881685  0.43987052
   0.3808623 ]
 [ 0.34642644  0.54023584  0.42014594 ...  0.46693729  0.46449949
   0.44148385]
 [ 0.30940715  0.5405239   0.38016376 ...  0.49250569  0.49255039
   0.49855311]]",[0 0 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.07047289 -0.07238996 -0.04775225]
 [ 0.05238148  0.02977359 -0.02755502]
 ...
 [ 0.51656116  0.78904345  0.87521785]
 [ 0.54457201  0.73035357  0.84046222]
 [ 0.57505991  0.75732836  0.81837532]]",25600,,-0.03378761863943072,-0.006671963155271521,0.1520356949585326,0.016247723086668442,0.14335917000261408,0.039909143488402576
21,65,512,new,512,None,0.5,20,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,65,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.03911273  0.05657215 -0.01362113 ... -0.06497924  0.00196492
  -0.06630454]
 [ 0.03176867  0.01393197  0.02592845 ... -0.05879564 -0.02497897
  -0.05999483]
 ...
 [ 0.50516588  0.50884478  0.52615248 ...  0.42535056  0.47002048
   0.46051311]
 [ 0.45709299  0.51279422  0.50852559 ...  0.38992074  0.50975351
   0.41848678]
 [ 0.4843692   0.4639954   0.52059246 ...  0.44255043  0.52235685
   0.4507017 ]]",[0 0 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.00511713  0.00136912 -0.0460937 ]
 [ 0.09535725  0.04729416 -0.03086082]
 ...
 [ 0.58194058  0.76946941  0.97924904]
 [ 0.58076975  0.68953411  0.98689046]
 [ 0.64841724  0.6913845   0.98098148]]",51200,,-0.001935083535397536,0.0647329627446459,0.06378818808743922,-0.0633471530165689,0.17334080698722173,0.1659743671441717
22,65,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,65,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.02835839 -0.03382004 -0.0263504  ... -0.02759716  0.02438077
   0.00826854]
 [ 0.00879029  0.0214299  -0.04279779 ... -0.0211911  -0.00194084
  -0.02526601]
 ...
 [ 0.45684055  0.43432371  0.48181469 ...  0.4819037   0.42962197
   0.4730111 ]
 [ 0.47201331  0.51067187  0.47299977 ...  0.46459222  0.4138956
   0.44733698]
 [ 0.47208743  0.48781222  0.51184116 ...  0.4289963   0.44831598
   0.44697361]]",[0 0 2 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.00261271 -0.02527615  0.00207132]
 [ 0.0156209   0.00147099  0.06921632]
 ...
 [ 0.67786034  0.81013283  0.97821915]
 [ 0.69583875  0.79321815  0.96051003]
 [ 0.69828107  0.76674517  0.9668047 ]]",128000,,0.11561784478450451,0.07349683882200908,0.1118188113258006,0.07384625221903462,0.09073369993810851,0.061694924358257186
23,65,512,new,512,None,0.5,100,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,65,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.00579843  0.01426335  0.02215429 ... -0.02335422  0.00902822
  -0.00137505]
 [-0.04675418  0.03211186  0.01142751 ...  0.0023659   0.01681891
  -0.01199091]
 ...
 [ 0.50241354  0.49910891  0.41919543 ...  0.4102234   0.45884351
   0.42975799]
 [ 0.48733007  0.49956852  0.43316706 ...  0.42525273  0.43092952
   0.4320126 ]
 [ 0.48468354  0.48394227  0.432851   ...  0.43508154  0.45632336
   0.46972523]]",[0 1 1 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00757819  0.01937753 -0.02875924]
 [ 0.02925651  0.05247268 -0.00233822]
 ...
 [ 0.64062518  0.77663381  0.98220942]
 [ 0.66423227  0.7953582   0.99791466]
 [ 0.68579992  0.82017926  0.97524876]]",256000,,0.1155194641807483,0.09932307452179157,0.11656481594133125,0.054443126988172,0.11973523203033096,0.09507129640276624
24,65,512,new,512,None,0.5,200,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,65,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.01134602 -0.03478806 -0.01379057 ... -0.00683759 -0.01774033
  -0.0190046 ]
 [ 0.00858534 -0.00088324 -0.00836396 ... -0.0110904  -0.00192537
  -0.02104255]
 ...
 [ 0.5263208   0.509659    0.45063282 ...  0.4342301   0.42999122
   0.46511008]
 [ 0.51782983  0.47548071  0.44496731 ...  0.46038996  0.44979448
   0.46173218]
 [ 0.48434447  0.48808816  0.43885384 ...  0.44341911  0.46045546
   0.44602596]]",[0 1 0 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 3.62464992e-04  3.57128268e-02 -1.69304778e-03]
 [ 4.64629636e-02  3.42817064e-02 -6.59546458e-03]
 ...
 [ 6.73990326e-01  8.13768389e-01  1.00900487e+00]
 [ 6.76613534e-01  8.05246379e-01  9.98767710e-01]
 [ 6.66721299e-01  8.09982823e-01  9.98832948e-01]]",512000,,0.12483951068217689,0.09269136742319772,0.12775048709966705,0.06809286401134296,0.12176941315041143,0.09132329519510629
25,15,512,new,512,None,0.5,10,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,15,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.05238293  0.01952868 -0.06068812 ...  0.05445566  0.
   0.        ]
 [-0.07125313  0.10220787 -0.08152181 ... -0.07510843  0.03361897
   0.01842324]
 ...
 [ 0.39650238  0.50449797  0.47370844 ...  0.53819143  0.46944389
   0.41424223]
 [ 0.49990537  0.45648864  0.550301   ...  0.57596209  0.42477039
   0.50078887]
 [ 0.45233308  0.413048    0.58548051 ...  0.57560771  0.38434815
   0.45313251]]",[0 1 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.00686845  0.07910311 -0.02630995]
 [ 0.10927765 -0.01143541  0.0879997 ]
 ...
 [ 0.62467009  0.7707965   0.77382391]
 [ 0.57210023  0.83655364  0.8836118 ]
 [ 0.63351861  0.69318363  0.82107168]]",25600,,0.05263699720474843,0.00827960092191915,0.09900326212505903,0.04708580492015546,0.08609195098765551,0.01871016910615564
26,15,512,new,512,None,0.5,20,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,15,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.00439808  0.02955545  0.01643868 ... -0.02277731 -0.03507818
  -0.02977721]
 [-0.06073252 -0.01721839  0.01488909 ... -0.01960901 -0.0762755
  -0.01113248]
 ...
 [ 0.39568429  0.43843939  0.48867669 ...  0.35754168  0.54418965
   0.45537604]
 [ 0.42727145  0.41734293  0.48435448 ...  0.38464258  0.49240316
   0.43854321]
 [ 0.41887425  0.49084987  0.49533532 ...  0.36601708  0.50996807
   0.39681031]]",[0 1 1 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [-8.03359803e-03  3.47117355e-02 -3.51621392e-02]
 [ 5.86405623e-03  4.69810626e-02 -8.28366701e-04]
 ...
 [ 6.17385160e-01  7.80726931e-01  8.68981070e-01]
 [ 6.35828104e-01  6.86084556e-01  9.41017953e-01]
 [ 6.21205698e-01  7.02187431e-01  1.00514100e+00]]",51200,,0.12142296612993406,0.08291490904256571,0.05119456801080366,0.019456839684821925,0.07960121276981355,0.06686154165005709
27,15,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,15,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.00653574 -0.05227492  0.02119282 ...  0.01345784  0.04834233
   0.01246469]
 [-0.01718781 -0.01103979  0.02530193 ... -0.00673445  0.01396718
  -0.0058557 ]
 ...
 [ 0.46867015  0.55755327  0.46169042 ...  0.37127967  0.52660506
   0.52291663]
 [ 0.50112799  0.51841396  0.51752231 ...  0.35800704  0.49435399
   0.49195912]
 [ 0.49122514  0.50899459  0.47169064 ...  0.38493043  0.50175316
   0.45549269]]",[0 0 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.05701463 -0.00634793  0.02354718]
 [ 0.05355695  0.01485095  0.0202537 ]
 ...
 [ 0.64943995  0.78093567  0.96538924]
 [ 0.6289292   0.75784904  0.91933849]
 [ 0.64880036  0.77778886  0.94666219]]",128000,,0.1572797788360811,0.10614825134849737,0.08960040539886424,0.050616934544007286,0.10119543486835189,0.07157549818927833
28,15,512,new,512,None,0.5,100,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,15,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.15916819e-03 -1.33761480e-02 -1.39327628e-02 ... -9.73123554e-03
   4.14824609e-02 -4.88332558e-04]
 [-8.26148226e-04  2.33111849e-03 -2.01110250e-02 ...  2.94024850e-02
   2.92873477e-02  1.84048327e-02]
 ...
 [ 4.94608929e-01  5.12291819e-01  5.05485886e-01 ...  4.06906886e-01
   4.91054978e-01  4.73649873e-01]
 [ 4.72511024e-01  4.87986678e-01  4.95360373e-01 ...  3.77010023e-01
   5.09738099e-01  4.80500732e-01]
 [ 4.81774896e-01  5.15694776e-01  5.04402778e-01 ...  4.00705953e-01
   5.08690691e-01  4.80799604e-01]]",[0 2 2 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [-2.62784146e-02 -3.70068278e-03  7.25252196e-04]
 [ 2.98597939e-02  3.61535363e-02  4.59887188e-02]
 ...
 [ 6.42825391e-01  8.25310617e-01  9.59380859e-01]
 [ 6.22481654e-01  8.10817374e-01  9.74130373e-01]
 [ 6.48680672e-01  7.97319097e-01  9.72061670e-01]]",256000,,0.13577750340621283,0.06070945685397522,0.14078724996088562,0.07517194105823277,0.13656370004641158,0.06185354693064138
29,15,512,new,512,None,0.5,200,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,15,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.01404252  0.00157628 -0.02309493 ... -0.00437207 -0.00628762
   0.00857668]
 [ 0.01538099 -0.01118456  0.00289906 ...  0.00652542  0.00791849
  -0.00569215]
 ...
 [ 0.48557849  0.49633263  0.46510704 ...  0.41876799  0.49094842
   0.47491864]
 [ 0.4862937   0.4778124   0.47614278 ...  0.41600938  0.50058095
   0.46508626]
 [ 0.48001129  0.49011777  0.47732914 ...  0.40467724  0.49845243
   0.47785812]]",[0 1 0 ... 2 2 2],"[[0.         0.         0.        ]
 [0.0083479  0.03507529 0.01000834]
 [0.03842762 0.01990585 0.01852872]
 ...
 [0.62483247 0.80805296 0.97973688]
 [0.6168176  0.80252602 0.97269788]
 [0.61950824 0.78883163 0.97725791]]",512000,,0.1459721173782856,0.0740103177333078,0.15041167311805578,0.06498507322121294,0.15669235006698232,0.07553166330959471
30,23,512,new,512,None,0.5,10,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,23,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.03640368  0.13282111  0.0698872  ... -0.03193977  0.
   0.09319873]
 [ 0.01871565  0.0330821   0.0658875  ...  0.0102604  -0.00470349
   0.01399834]
 ...
 [ 0.49474882  0.50647861  0.35173323 ...  0.43271885  0.4331884
   0.36026738]
 [ 0.58532856  0.50421509  0.38814859 ...  0.46267262  0.39196507
   0.48270484]
 [ 0.60277243  0.45623268  0.43245576 ...  0.45571412  0.46001014
   0.4367694 ]]",[0 2 2 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00647192  0.02631172  0.09669489]
 [ 0.05098952  0.12992555  0.1407278 ]
 ...
 [ 0.63512231  0.77317923  0.97876316]
 [ 0.6816203   0.62731251  0.8837483 ]
 [ 0.66379304  0.74266548  0.93550588]]",25600,,-0.007726083493595409,0.05546035008159056,0.038949594968117424,-0.044440726019387755,0.0995512196993101,0.10538746028155
31,23,512,new,512,None,0.5,20,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,23,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.01233188 -0.00442192 ... -0.04568619 -0.01543197
   0.04766706]
 [-0.03305016  0.00808609 -0.00400112 ... -0.04133857 -0.02137072
   0.01744864]
 ...
 [ 0.45807307  0.40693164  0.56553133 ...  0.45352092  0.50791349
   0.48131853]
 [ 0.4872206   0.43658651  0.5733666  ...  0.50468815  0.59362589
   0.45673007]
 [ 0.52519057  0.49631474  0.50676814 ...  0.45666072  0.53248157
   0.43912091]]",[0 0 1 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00618261 -0.00976679 -0.01185217]
 [ 0.01984832  0.0743999  -0.04967755]
 ...
 [ 0.68897167  0.76281796  0.8292707 ]
 [ 0.72283221  0.79015898  0.88001853]
 [ 0.72143233  0.72604556  0.91911733]]",51200,,0.1468798446166972,0.08808572537087545,0.022409600676588676,0.07878538504788235,-0.02107664953351332,0.007412141466911493
32,23,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,23,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-2.96736565e-02 -1.04058423e-03 -1.71117263e-03 ... -2.61193251e-02
   3.70865512e-02  1.81190390e-02]
 [-1.12895362e-04  3.78890230e-02 -9.50346630e-03 ... -7.91909986e-03
  -9.64409874e-04  2.45972365e-02]
 ...
 [ 4.69120035e-01  4.60189787e-01  5.48724510e-01 ...  4.92706336e-01
   5.30073170e-01  4.15353171e-01]
 [ 4.90671605e-01  4.75105177e-01  5.30547691e-01 ...  4.91631128e-01
   5.35658268e-01  4.67331494e-01]
 [ 5.07941931e-01  4.80694197e-01  5.42214115e-01 ...  5.08698762e-01
   4.98266103e-01  4.66332808e-01]]",[0 1 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.02314639  0.02748569  0.01226958]
 [ 0.0092314   0.00236368  0.00276275]
 ...
 [ 0.68982979  0.83200047  0.96576352]
 [ 0.67366189  0.79372408  0.96607149]
 [ 0.67447686  0.79838811  0.97125004]]",128000,,0.10237262746912754,0.0741591650840383,0.09044861635475729,0.051217311009107314,0.08286069986053932,0.06705420511806104
